"group","gender","metric","value"
"Xilio","Men","watching_tv_hours",3.2
"Xilio","Men","watching_tv_hours",2.68
"Xilio","Men","watching_tv_hours",3.87
"Xilio","Men","watching_tv_hours",4.27
"Xilio","Men","watching_tv_hours",6.96
"Xilio","Men","watching_tv_hours",8.46
"Xilio","Men","watching_tv_hours",4.18
"Xilio","Men","watching_tv_hours",3.51
"Xilio","Men","watching_tv_hours",3.4
"Xilio","Men","watching_tv_hours",4.96
"Xilio","Men","watching_tv_hours",5.4
"Xilio","Men","watching_tv_hours",7.21
"Xilio","Men","watching_tv_hours",5.2
"Xilio","Men","watching_tv_hours",0.8
"Xilio","Men","watching_tv_hours",5.77
"Xilio","Men","watching_tv_hours",8.97
"Xilio","Men","watching_tv_hours",8.98
"Xilio","Men","watching_tv_hours",4.03
"Xilio","Men","watching_tv_hours",2.13
"Xilio","Men","watching_tv_hours",12.15
"Xilio","Men","watching_tv_hours",5.59
"Xilio","Men","watching_tv_hours",5.76
"Xilio","Men","watching_tv_hours",7.05
"Xilio","Men","watching_tv_hours",1.96
"Xilio","Men","social_media_hours",3.54
"Xilio","Men","social_media_hours",1.92
"Xilio","Men","social_media_hours",3.61
"Xilio","Men","social_media_hours",5.24
"Xilio","Men","social_media_hours",2.27
"Xilio","Men","social_media_hours",6.18
"Xilio","Men","social_media_hours",5.58
"Xilio","Men","social_media_hours",3.19
"Xilio","Men","social_media_hours",5.45
"Xilio","Men","social_media_hours",6.5
"Xilio","Men","social_media_hours",7.12
"Xilio","Men","social_media_hours",4.57
"Xilio","Men","social_media_hours",4.81
"Xilio","Men","social_media_hours",4.83
"Xilio","Men","social_media_hours",7.88
"Xilio","Men","social_media_hours",7.25
"Xilio","Men","social_media_hours",6.67
"Xilio","Men","social_media_hours",4.43
"Xilio","Men","social_media_hours",5.75
"Xilio","Men","social_media_hours",5.81
"Xilio","Men","social_media_hours",2.92
"Xilio","Men","social_media_hours",1.54
"Xilio","Men","social_media_hours",6.28
"Xilio","Men","social_media_hours",1.94
"Xilio","Men","social_media_hours",5
"Xilio","Men","social_media_hours",5.5
"Xilio","Men","social_media_hours",6.13
"Xilio","Men","social_media_hours",5.38
"Xilio","Men","social_media_hours",3.53
"Xilio","Men","social_media_hours",6.97
"Xilio","Men","social_media_hours",8.48
"Xilio","Men","social_media_hours",6.76
"Xilio","Men","social_media_hours",1.11
"Xilio","Men","social_media_hours",7.8
"Xilio","Men","social_media_hours",4.89
"Xilio","Men","social_media_hours",6.05
"Xilio","Men","social_media_hours",6.24
"Xilio","Men","social_media_hours",4.81
"Xilio","Men","social_media_hours",4.85
"Xilio","Men","social_media_hours",7.04
"Xilio","Men","social_media_hours",6.42
"Xilio","Men","social_media_hours",6.98
"Xilio","Men","social_media_hours",9.77
"Xilio","Men","social_media_hours",6.33
"Xilio","Men","social_media_hours",5.41
"Xilio","Men","social_media_hours",0.58
"Xilio","Men","social_media_hours",10.38
"Xilio","Men","social_media_hours",4.03
"Xilio","Men","social_media_hours",9.75
"Xilio","Men","social_media_hours",5.75
"Xilio","Men","social_media_hours",8.08
"Xilio","Men","social_media_hours",4.78
"Xilio","Men","social_media_hours",6.02
"Xilio","Men","social_media_hours",5.43
"Xilio","Men","social_media_hours",4.63
"Xilio","Men","social_media_hours",4.76
"Xilio","Men","social_media_hours",7.03
"Xilio","Men","social_media_hours",4.6
"Xilio","Men","social_media_hours",0.92
"Xilio","Men","social_media_hours",4.61
"Xilio","Men","social_media_hours",6.08
"Xilio","Men","social_media_hours",6.23
"Xilio","Men","social_media_hours",6.23
"Xilio","Men","social_media_hours",1.62
"Xilio","Men","social_media_hours",5.74
"Xilio","Men","social_media_hours",6.94
"Xilio","Men","social_media_hours",7.55
"Xilio","Men","social_media_hours",4.55
"Xilio","Men","social_media_hours",4.36
"Xilio","Men","social_media_hours",7.98
"Xilio","Men","social_media_hours",1.66
"Xilio","Men","social_media_hours",4.13
"Xilio","Men","social_media_hours",5.91
"Xilio","Men","social_media_hours",1.76
"Xilio","Men","social_media_hours",5.56
"Xilio","Men","social_media_hours",8.76
"Xilio","Men","social_media_hours",4.99
"Xilio","Men","social_media_hours",4.44
"Xilio","Men","social_media_hours",5.95
"Xilio","Men","social_media_hours",4.44
"Xilio","Men","social_media_hours",6.63
"Xilio","Men","social_media_hours",6.81
"Xilio","Men","social_media_hours",5.01
"Xilio","Men","social_media_hours",2.65
"Xilio","Men","social_media_hours",2.36
"Xilio","Men","social_media_hours",3.81
"Xilio","Men","social_media_hours",6.59
"Xilio","Men","social_media_hours",1.08
"Xilio","Men","social_media_hours",1.23
"Xilio","Men","social_media_hours",3.69
"Xilio","Men","social_media_hours",5.79
"Xilio","Men","social_media_hours",3.17
"Xilio","Men","social_media_hours",6.77
"Xilio","Men","social_media_hours",5.67
"Xilio","Men","social_media_hours",4.66
"Xilio","Men","social_media_hours",6.64
"Xilio","Men","social_media_hours",5.78
"Xilio","Men","social_media_hours",4.11
"Xilio","Men","social_media_hours",5.46
"Xilio","Men","social_media_hours",6.3
"Xilio","Men","catchup_hours",3.53
"Xilio","Men","catchup_hours",2.01
"Xilio","Men","catchup_hours",4.28
"Xilio","Men","catchup_hours",4.73
"Xilio","Men","catchup_hours",3.41
"Xilio","Men","catchup_hours",3.22
"Xilio","Men","catchup_hours",2.89
"Xilio","Men","catchup_hours",6.24
"Xilio","Men","catchup_hours",3.41
"Xilio","Men","catchup_hours",2.76
"Xilio","Men","catchup_hours",0
"Xilio","Men","catchup_hours",0.65
"Xilio","Men","catchup_hours",2.88
"Xilio","Men","catchup_hours",3.31
"Xilio","Men","catchup_hours",3.42
"Xilio","Men","catchup_hours",4.23
"Xilio","Men","catchup_hours",2.71
"Xilio","Men","catchup_hours",4.82
"Xilio","Men","catchup_hours",1.62
"Xilio","Men","catchup_hours",1.19
"Xilio","Men","catchup_hours",1.16
"Xilio","Men","catchup_hours",4.11
"Xilio","Men","catchup_hours",2.88
"Xilio","Men","catchup_hours",4.18
"Xilio","Men","catchup_hours",2.6
"Xilio","Men","catchup_hours",2.11
"Xilio","Men","catchup_hours",2.45
"Xilio","Men","catchup_hours",0.22
"Xilio","Men","catchup_hours",1.25
"Xilio","Men","catchup_hours",0.84
"Xilio","Men","catchup_hours",4.58
"Xilio","Men","catchup_hours",2.1
"Xilio","Men","catchup_hours",4.18
"Xilio","Men","catchup_hours",5.27
"Xilio","Men","catchup_hours",2.71
"Xilio","Men","catchup_hours",3.43
"Xilio","Men","catchup_hours",0.37
"Xilio","Men","catchup_hours",1.77
"Xilio","Men","catchup_hours",3.08
"Xilio","Men","catchup_hours",3.45
"Xilio","Men","catchup_hours",1.86
"Xilio","Men","catchup_hours",7.03
"Xilio","Men","catchup_hours",2.31
"Xilio","Men","catchup_hours",3.1
"Xilio","Men","catchup_hours",3.97
"Xilio","Men","catchup_hours",2.96
"Xilio","Men","catchup_hours",2.03
"Xilio","Men","catchup_hours",4.57
"Xilio","Men","catchup_hours",5.42
"Xilio","Men","catchup_hours",2.96
"Xilio","Men","catchup_hours",3.84
"Xilio","Men","catchup_hours",2.85
"Xilio","Men","catchup_hours",4.52
"Xilio","Men","catchup_hours",1.27
"Xilio","Men","catchup_hours",6.48
"Xilio","Men","catchup_hours",2.09
"Xilio","Men","catchup_hours",0.81
"Xilio","Men","catchup_hours",2.47
"Xilio","Men","catchup_hours",3.22
"Xilio","Men","catchup_hours",5.44
"Xilio","Men","catchup_hours",4.37
"Xilio","Men","catchup_hours",3.21
"Xilio","Men","catchup_hours",0.92
"Xilio","Men","catchup_hours",1.7
"Xilio","Men","catchup_hours",2.76
"Xilio","Men","catchup_hours",6.83
"Xilio","Men","catchup_hours",0.21
"Xilio","Men","catchup_hours",4.7
"Xilio","Men","catchup_hours",2.21
"Xilio","Men","catchup_hours",5.5
"Xilio","Men","catchup_hours",1.29
"Xilio","Men","catchup_hours",3.22
"Xilio","Men","catchup_hours",1.35
"Xilio","Men","catchup_hours",4.36
"Xilio","Men","catchup_hours",5.23
"Xilio","Men","catchup_hours",5.93
"Xilio","Men","catchup_hours",4.2
"Xilio","Men","catchup_hours",5.76
"Xilio","Men","catchup_hours",4.87
"Xilio","Men","catchup_hours",2.8
"Xilio","Men","catchup_hours",3.72
"Xilio","Men","catchup_hours",1.54
"Xilio","Men","catchup_hours",2.72
"Xilio","Men","catchup_hours",4.83
"Xilio","Men","catchup_hours",3.81
"Xilio","Men","catchup_hours",3.69
"Xilio","Men","catchup_hours",1.44
"Xilio","Men","catchup_hours",2.09
"Xilio","Men","catchup_hours",1.85
"Xilio","Men","catchup_hours",3.59
"Xilio","Men","catchup_hours",1.51
"Xilio","Men","catchup_hours",3.84
"Xilio","Men","catchup_hours",1.33
"Xilio","Men","catchup_hours",5.74
"Xilio","Men","catchup_hours",3.69
"Xilio","Men","catchup_hours",1.95
"Xilio","Men","catchup_hours",3.36
"Xilio","Men","catchup_hours",2.47
"Xilio","Men","catchup_hours",3.56
"Xilio","Men","catchup_hours",3.37
"Xilio","Men","reading_hours",1.97
"Xilio","Men","reading_hours",2.42
"Xilio","Men","reading_hours",4.6
"Xilio","Men","reading_hours",7.28
"Xilio","Men","reading_hours",6.17
"Xilio","Men","reading_hours",2.75
"Xilio","Men","reading_hours",5.65
"Xilio","Men","reading_hours",3.9
"Xilio","Men","reading_hours",4.6
"Xilio","Men","reading_hours",4.52
"Xilio","Men","reading_hours",9.15
"Xilio","Men","reading_hours",1.63
"Xilio","Men","reading_hours",4.2
"Xilio","Men","reading_hours",0.44
"Xilio","Men","reading_hours",5.18
"Xilio","Men","reading_hours",6.19
"Xilio","Men","reading_hours",6.89
"Xilio","Men","reading_hours",0.15
"Xilio","Men","reading_hours",4.83
"Xilio","Men","reading_hours",7.19
"Xilio","Men","reading_hours",3.17
"Xilio","Men","reading_hours",3.58
"Xilio","Men","reading_hours",3.93
"Xilio","Men","reading_hours",4.73
"Xilio","Men","reading_hours",5.33
"Xilio","Men","reading_hours",6.64
"Xilio","Men","reading_hours",3.81
"Xilio","Men","reading_hours",4.39
"Xilio","Men","reading_hours",8.98
"Xilio","Men","reading_hours",4.86
"Xilio","Men","reading_hours",4.38
"Xilio","Men","reading_hours",1.32
"Xilio","Men","reading_hours",4.01
"Xilio","Men","reading_hours",3.56
"Xilio","Men","reading_hours",3.98
"Xilio","Men","reading_hours",2.85
"Xilio","Men","reading_hours",2.63
"Xilio","Men","reading_hours",2.56
"Xilio","Men","reading_hours",3.57
"Xilio","Men","reading_hours",6.74
"Xilio","Men","reading_hours",6.1
"Xilio","Men","reading_hours",3.28
"Xilio","Men","reading_hours",0.63
"Xilio","Men","reading_hours",2.31
"Xilio","Men","reading_hours",3.08
"Xilio","Men","reading_hours",4.21
"Xilio","Men","reading_hours",2.67
"Xilio","Men","reading_hours",8.01
"Xilio","Men","reading_hours",3.46
"Xilio","Men","reading_hours",1.57
"Xilio","Men","reading_hours",3.72
"Xilio","Men","reading_hours",1.99
"Xilio","Men","reading_hours",4.31
"Xilio","Men","reading_hours",4.47
"Xilio","Men","reading_hours",4.71
"Xilio","Men","reading_hours",0.76
"Xilio","Men","reading_hours",4.44
"Xilio","Men","reading_hours",4.62
"Xilio","Men","reading_hours",1.16
"Xilio","Men","reading_hours",5.91
"Xilio","Men","reading_hours",5.57
"Xilio","Men","reading_hours",8.6
"Xilio","Men","reading_hours",4.31
"Xilio","Men","reading_hours",4.09
"Xilio","Men","reading_hours",4.19
"Xilio","Men","reading_hours",4.14
"Xilio","Men","reading_hours",0.3
"Xilio","Men","reading_hours",0.66
"Xilio","Men","reading_hours",3.84
"Xilio","Men","reading_hours",2.84
"Xilio","Men","reading_hours",4.11
"Xilio","Men","reading_hours",0
"Xilio","Men","reading_hours",1
"Xilio","Men","reading_hours",1.8
"Xilio","Men","reading_hours",5.97
"Xilio","Men","reading_hours",1.8
"Xilio","Men","reading_hours",2.4
"Xilio","Men","reading_hours",4.16
"Xilio","Men","reading_hours",3.35
"Xilio","Men","reading_hours",4.29
"Xilio","Men","reading_hours",8.61
"Xilio","Men","reading_hours",1.75
"Xilio","Men","reading_hours",3.39
"Xilio","Men","reading_hours",2.97
"Xilio","Men","reading_hours",7.02
"Xilio","Men","reading_hours",2.46
"Xilio","Men","reading_hours",3.84
"Xilio","Men","reading_hours",5.57
"Xilio","Men","reading_hours",1.88
"Xilio","Men","reading_hours",7.31
"Xilio","Men","reading_hours",5.35
"Xilio","Men","reading_hours",1.85
"Xilio","Men","reading_hours",4.91
"Xilio","Men","reading_hours",3.57
"Xilio","Men","reading_hours",4.63
"Xilio","Men","reading_hours",3.82
"Xilio","Men","reading_hours",6.14
"Xilio","Men","reading_hours",1.3
"Xilio","Men","reading_hours",2.95
"Xilio","Men","reading_hours",3.5
"Xilio","Women","life_satisfaction",5.51
"Xilio","Women","life_satisfaction",5.44
"Xilio","Women","life_satisfaction",6.97
"Xilio","Women","life_satisfaction",6.8
"Xilio","Women","life_satisfaction",3.18
"Xilio","Women","life_satisfaction",8.56
"Xilio","Women","life_satisfaction",7.37
"Xilio","Women","life_satisfaction",10
"Xilio","Women","life_satisfaction",8.03
"Xilio","Women","life_satisfaction",6.33
"Xilio","Women","life_satisfaction",10
"Xilio","Women","life_satisfaction",10
"Xilio","Women","life_satisfaction",5.17
"Xilio","Women","life_satisfaction",7.7
"Xilio","Women","life_satisfaction",6.68
"Xilio","Women","life_satisfaction",7.28
"Xilio","Women","life_satisfaction",7.34
"Xilio","Women","life_satisfaction",5.11
"Xilio","Women","life_satisfaction",7.43
"Xilio","Women","life_satisfaction",9.62
"Xilio","Women","life_satisfaction",6.75
"Xilio","Women","life_satisfaction",6.76
"Xilio","Women","life_satisfaction",9.1
"Xilio","Women","life_satisfaction",8.35
"Xilio","Women","life_satisfaction",4.53
"Xilio","Women","life_satisfaction",7.34
"Xilio","Women","life_satisfaction",9.48
"Xilio","Women","life_satisfaction",9.12
"Xilio","Women","life_satisfaction",7.63
"Xilio","Women","life_satisfaction",8.08
"Xilio","Women","life_satisfaction",5.2
"Xilio","Women","life_satisfaction",7.45
"Xilio","Women","life_satisfaction",5.57
"Xilio","Women","life_satisfaction",6.31
"Xilio","Women","life_satisfaction",8.4
"Xilio","Women","life_satisfaction",5.29
"Xilio","Women","life_satisfaction",7.4
"Xilio","Women","life_satisfaction",7.64
"Xilio","Women","life_satisfaction",7.08
"Xilio","Women","life_satisfaction",9.73
"Xilio","Women","life_satisfaction",5.47
"Xilio","Women","life_satisfaction",7.91
"Xilio","Women","life_satisfaction",6.87
"Xilio","Women","life_satisfaction",6.61
"Xilio","Women","life_satisfaction",7.7
"Xilio","Women","life_satisfaction",5.47
"Xilio","Women","life_satisfaction",5.03
"Xilio","Women","life_satisfaction",6.26
"Xilio","Women","life_satisfaction",9.63
"Xilio","Women","life_satisfaction",7.08
"Xilio","Women","life_satisfaction",7.5
"Xilio","Women","life_satisfaction",6.72
"Xilio","Women","life_satisfaction",7.71
"Xilio","Women","life_satisfaction",5.57
"Xilio","Women","life_satisfaction",8.74
"Xilio","Women","life_satisfaction",7.88
"Xilio","Women","life_satisfaction",5.79
"Xilio","Women","life_satisfaction",7.08
"Xilio","Women","life_satisfaction",8.07
"Xilio","Women","life_satisfaction",7.84
"Xilio","Women","life_satisfaction",9.22
"Xilio","Women","life_satisfaction",6.08
"Xilio","Women","life_satisfaction",8.67
"Xilio","Women","life_satisfaction",8.55
"Xilio","Women","life_satisfaction",6.76
"Xilio","Women","life_satisfaction",5.54
"Xilio","Women","life_satisfaction",5.37
"Xilio","Women","life_satisfaction",7.69
"Xilio","Women","life_satisfaction",6.89
"Xilio","Women","life_satisfaction",9.67
"Xilio","Women","life_satisfaction",7.8
"Xilio","Women","life_satisfaction",6.44
"Xilio","Women","life_satisfaction",5.46
"Xilio","Women","life_satisfaction",6.13
"Xilio","Women","life_satisfaction",7.51
"Xilio","Women","life_satisfaction",6.32
"Xilio","Women","life_satisfaction",7.77
"Xilio","Women","life_satisfaction",6.5
"Xilio","Women","life_satisfaction",6.84
"Xilio","Women","life_satisfaction",5.9
"Xilio","Women","life_satisfaction",9.86
"Xilio","Women","life_satisfaction",7.5
"Xilio","Women","life_satisfaction",7.35
"Xilio","Women","life_satisfaction",4.46
"Xilio","Women","life_satisfaction",7.99
"Xilio","Women","life_satisfaction",5.46
"Xilio","Women","life_satisfaction",5.66
"Xilio","Women","life_satisfaction",8.38
"Xilio","Women","life_satisfaction",6.32
"Xilio","Women","life_satisfaction",4.38
"Xilio","Women","life_satisfaction",9.65
"Xilio","Women","life_satisfaction",3.43
"Xilio","Women","life_satisfaction",7.86
"Xilio","Women","life_satisfaction",8.53
"Xilio","Women","life_satisfaction",6.05
"Xilio","Women","life_satisfaction",7.67
"Xilio","Women","life_satisfaction",7.66
"Xilio","Women","life_satisfaction",8.56
"Xilio","Women","life_satisfaction",7.73
"Xilio","Women","life_satisfaction",6.63
"Xilio","Women","sleep_hours",61.5
"Xilio","Women","sleep_hours",60.8
"Xilio","Women","sleep_hours",50.38
"Xilio","Women","sleep_hours",47.6
"Xilio","Women","sleep_hours",56.96
"Xilio","Women","sleep_hours",54.36
"Xilio","Women","sleep_hours",50.09
"Xilio","Women","sleep_hours",56.5
"Xilio","Women","sleep_hours",48.08
"Xilio","Women","sleep_hours",56.97
"Xilio","Women","sleep_hours",52.25
"Xilio","Women","sleep_hours",61.74
"Xilio","Women","sleep_hours",70
"Xilio","Women","sleep_hours",50.5
"Xilio","Women","sleep_hours",62.35
"Xilio","Women","sleep_hours",60.95
"Xilio","Women","sleep_hours",55.58
"Xilio","Women","sleep_hours",53.28
"Xilio","Women","sleep_hours",65.45
"Xilio","Women","sleep_hours",43.97
"Xilio","Women","sleep_hours",52.14
"Xilio","Women","sleep_hours",47.38
"Xilio","Women","sleep_hours",64.37
"Xilio","Women","sleep_hours",54.86
"Xilio","Women","sleep_hours",52.85
"Xilio","Women","sleep_hours",70
"Xilio","Women","sleep_hours",55.7
"Xilio","Women","sleep_hours",53.34
"Xilio","Women","sleep_hours",57.8
"Xilio","Women","sleep_hours",46.59
"Xilio","Women","sleep_hours",58.94
"Xilio","Women","sleep_hours",55.42
"Xilio","Women","sleep_hours",58.81
"Xilio","Women","sleep_hours",50.11
"Xilio","Women","sleep_hours",49.86
"Xilio","Women","sleep_hours",51.84
"Xilio","Women","sleep_hours",51.39
"Xilio","Women","sleep_hours",63.79
"Xilio","Women","sleep_hours",65.47
"Xilio","Women","sleep_hours",55.06
"Xilio","Women","sleep_hours",53.85
"Xilio","Women","sleep_hours",54.03
"Xilio","Women","sleep_hours",56.42
"Xilio","Women","sleep_hours",56.58
"Xilio","Women","sleep_hours",57.74
"Xilio","Women","sleep_hours",51.52
"Xilio","Women","sleep_hours",50.92
"Xilio","Women","sleep_hours",63.18
"Xilio","Women","sleep_hours",52.71
"Xilio","Women","sleep_hours",57.82
"Xilio","Women","sleep_hours",55.66
"Xilio","Women","sleep_hours",50.25
"Xilio","Women","sleep_hours",59.55
"Xilio","Women","sleep_hours",57.04
"Xilio","Women","sleep_hours",64.4
"Xilio","Women","sleep_hours",56.7
"Xilio","Women","sleep_hours",54.01
"Xilio","Women","sleep_hours",57.67
"Xilio","Women","sleep_hours",48.89
"Xilio","Women","sleep_hours",50.98
"Xilio","Women","sleep_hours",59.06
"Xilio","Women","sleep_hours",54
"Xilio","Women","sleep_hours",55.6
"Xilio","Women","sleep_hours",55.31
"Xilio","Women","sleep_hours",52.1
"Xilio","Women","sleep_hours",43.89
"Xilio","Women","sleep_hours",58.09
"Xilio","Women","sleep_hours",60.57
"Xilio","Women","sleep_hours",48.27
"Xilio","Women","sleep_hours",64.89
"Xilio","Women","sleep_hours",58.31
"Xilio","Women","sleep_hours",64.05
"Xilio","Women","sleep_hours",50.26
"Xilio","Women","sleep_hours",57
"Xilio","Women","sleep_hours",55.4
"Xilio","Women","sleep_hours",60.61
"Xilio","Women","sleep_hours",52.54
"Xilio","Women","sleep_hours",55.94
"Xilio","Women","sleep_hours",45.33
"Xilio","Women","sleep_hours",51.33
"Xilio","Women","sleep_hours",56.75
"Xilio","Women","sleep_hours",51.76
"Xilio","Women","sleep_hours",55.74
"Xilio","Women","sleep_hours",53.19
"Xilio","Women","sleep_hours",59.64
"Xilio","Women","sleep_hours",63.01
"Xilio","Women","sleep_hours",51.06
"Xilio","Women","sleep_hours",54.16
"Xilio","Women","sleep_hours",64.64
"Xilio","Women","sleep_hours",42.81
"Xilio","Women","sleep_hours",54.08
"Xilio","Women","sleep_hours",68.39
"Xilio","Women","sleep_hours",69.16
"Xilio","Women","sleep_hours",56.94
"Xilio","Women","sleep_hours",50.82
"Xilio","Women","sleep_hours",56.99
"Xilio","Women","sleep_hours",52.08
"Xilio","Women","sleep_hours",64.72
"Xilio","Women","sleep_hours",51.16
"Xilio","Women","sleep_hours",58.24
"Xilio","Women","work_hours",44.96
"Xilio","Women","work_hours",33.94
"Xilio","Women","work_hours",46.81
"Xilio","Women","work_hours",34.02
"Xilio","Women","work_hours",45.04
"Xilio","Women","work_hours",48.77
"Xilio","Women","work_hours",32.09
"Xilio","Women","work_hours",48.86
"Xilio","Women","work_hours",36.08
"Xilio","Women","work_hours",42.35
"Xilio","Women","work_hours",41.61
"Xilio","Women","work_hours",36.58
"Xilio","Women","work_hours",42.14
"Xilio","Women","work_hours",30.16
"Xilio","Women","work_hours",38.91
"Xilio","Women","work_hours",46.61
"Xilio","Women","work_hours",22.61
"Xilio","Women","work_hours",28.1
"Xilio","Women","work_hours",30.7
"Xilio","Women","work_hours",27.29
"Xilio","Women","work_hours",43.36
"Xilio","Women","work_hours",32.06
"Xilio","Women","work_hours",22.68
"Xilio","Women","work_hours",34.9
"Xilio","Women","work_hours",36.87
"Xilio","Women","work_hours",46.85
"Xilio","Women","work_hours",31.17
"Xilio","Women","work_hours",49.29
"Xilio","Women","work_hours",43.19
"Xilio","Women","work_hours",42.9
"Xilio","Women","work_hours",33.18
"Xilio","Women","work_hours",55.63
"Xilio","Women","work_hours",38.69
"Xilio","Women","work_hours",25.4
"Xilio","Women","work_hours",38.37
"Xilio","Women","work_hours",24.52
"Xilio","Women","work_hours",37.52
"Xilio","Women","work_hours",36.62
"Xilio","Women","work_hours",45.45
"Xilio","Women","work_hours",48.08
"Xilio","Women","work_hours",34.19
"Xilio","Women","work_hours",46.45
"Xilio","Women","work_hours",51.39
"Xilio","Women","work_hours",33.73
"Xilio","Women","work_hours",34.78
"Xilio","Women","work_hours",45.21
"Xilio","Women","work_hours",41.46
"Xilio","Women","work_hours",44.39
"Xilio","Women","work_hours",51.24
"Xilio","Women","work_hours",43.1
"Xilio","Women","work_hours",48.41
"Xilio","Women","work_hours",44.98
"Xilio","Women","work_hours",43.47
"Xilio","Women","work_hours",43.09
"Xilio","Women","work_hours",50.33
"Xilio","Women","work_hours",31.98
"Xilio","Women","work_hours",31.16
"Xilio","Women","work_hours",44.74
"Xilio","Women","work_hours",39.04
"Xilio","Women","work_hours",40.59
"Xilio","Women","work_hours",45.93
"Xilio","Women","work_hours",46.03
"Xilio","Women","work_hours",37.9
"Xilio","Women","work_hours",37.5
"Xilio","Women","work_hours",40.59
"Xilio","Women","work_hours",48.5
"Xilio","Women","work_hours",43.41
"Xilio","Women","work_hours",51.46
"Xilio","Women","work_hours",39.94
"Xilio","Women","work_hours",49.01
"Xilio","Women","work_hours",47.06
"Xilio","Women","work_hours",44.9
"Xilio","Women","work_hours",43.32
"Xilio","Women","work_hours",37.76
"Xilio","Women","work_hours",39.13
"Xilio","Women","work_hours",41.84
"Xilio","Women","work_hours",40.39
"Xilio","Women","work_hours",47.55
"Xilio","Women","work_hours",39.13
"Xilio","Women","work_hours",39.44
"Xilio","Women","work_hours",36.13
"Xilio","Women","work_hours",38.89
"Xilio","Women","work_hours",39.45
"Xilio","Women","work_hours",21.49
"Xilio","Women","work_hours",29.08
"Xilio","Women","work_hours",39.42
"Xilio","Women","work_hours",37.88
"Xilio","Women","work_hours",30.39
"Xilio","Women","work_hours",24.07
"Xilio","Women","work_hours",37.17
"Xilio","Women","work_hours",45.23
"Xilio","Women","work_hours",54.19
"Xilio","Women","work_hours",39.69
"Xilio","Women","work_hours",51.95
"Xilio","Women","work_hours",40.66
"Xilio","Women","work_hours",40.92
"Xilio","Women","work_hours",42.6
"Xilio","Women","work_hours",33.04
"Xilio","Women","work_hours",39.59
"Xilio","Women","work_hours",47.27
"Xilio","Women","caregiven_hours",6.25
"Xilio","Women","caregiven_hours",8.39
"Xilio","Women","caregiven_hours",4.26
"Xilio","Women","caregiven_hours",11.77
"Xilio","Women","caregiven_hours",12.12
"Xilio","Women","caregiven_hours",13.24
"Xilio","Women","caregiven_hours",3.9
"Xilio","Women","caregiven_hours",10.54
"Xilio","Women","caregiven_hours",5.28
"Xilio","Women","caregiven_hours",10
"Xilio","Women","caregiven_hours",16.71
"Xilio","Women","caregiven_hours",7.48
"Xilio","Women","caregiven_hours",13.58
"Xilio","Women","caregiven_hours",6.25
"Xilio","Women","caregiven_hours",7.61
"Xilio","Women","caregiven_hours",12.19
"Xilio","Women","caregiven_hours",6.6
"Xilio","Women","caregiven_hours",1.49
"Xilio","Women","caregiven_hours",16.33
"Xilio","Women","caregiven_hours",11.8
"Xilio","Women","caregiven_hours",7.08
"Xilio","Women","caregiven_hours",0.03
"Xilio","Women","caregiven_hours",19.51
"Xilio","Women","caregiven_hours",26.95
"Xilio","Women","caregiven_hours",11.04
"Xilio","Women","caregiven_hours",14.25
"Xilio","Women","caregiven_hours",16.12
"Xilio","Women","caregiven_hours",6.49
"Xilio","Women","caregiven_hours",8.24
"Xilio","Women","caregiven_hours",1.36
"Xilio","Women","caregiven_hours",6.32
"Xilio","Women","caregiven_hours",13.11
"Xilio","Women","caregiven_hours",8.55
"Xilio","Women","caregiven_hours",8.93
"Xilio","Women","caregiven_hours",9.44
"Xilio","Women","caregiven_hours",0.68
"Xilio","Women","caregiven_hours",14.19
"Xilio","Women","caregiven_hours",2.78
"Xilio","Women","caregiven_hours",8.96
"Xilio","Women","caregiven_hours",7.81
"Xilio","Women","caregiven_hours",8.91
"Xilio","Women","caregiven_hours",17.3
"Xilio","Women","caregiven_hours",7.09
"Xilio","Women","caregiven_hours",6.08
"Xilio","Women","caregiven_hours",2.4
"Xilio","Women","caregiven_hours",5.97
"Xilio","Women","caregiven_hours",4.17
"Xilio","Women","caregiven_hours",12.04
"Xilio","Women","caregiven_hours",5.68
"Xilio","Women","caregiven_hours",11.52
"Xilio","Women","caregiven_hours",9.27
"Xilio","Women","caregiven_hours",2.83
"Xilio","Women","caregiven_hours",6.05
"Xilio","Women","caregiven_hours",14.43
"Xilio","Women","caregiven_hours",14.52
"Xilio","Women","caregiven_hours",20.03
"Xilio","Women","caregiven_hours",9.98
"Xilio","Women","caregiven_hours",2.52
"Xilio","Women","caregiven_hours",6.16
"Xilio","Women","caregiven_hours",12.04
"Xilio","Women","caregiven_hours",19.5
"Xilio","Women","caregiven_hours",10.55
"Xilio","Women","caregiven_hours",15.7
"Xilio","Women","caregiven_hours",13.84
"Xilio","Women","caregiven_hours",4.16
"Xilio","Women","caregiven_hours",9.14
"Xilio","Women","caregiven_hours",16.53
"Xilio","Women","caregiven_hours",14.38
"Xilio","Women","caregiven_hours",12.32
"Xilio","Women","caregiven_hours",12.39
"Xilio","Women","caregiven_hours",7.54
"Xilio","Women","caregiven_hours",3.4
"Xilio","Women","caregiven_hours",16.48
"Xilio","Women","caregiven_hours",2.9
"Xilio","Women","caregiven_hours",5.31
"Xilio","Women","caregiven_hours",13.14
"Xilio","Women","caregiven_hours",3.69
"Xilio","Women","caregiven_hours",7.24
"Xilio","Women","caregiven_hours",4.09
"Xilio","Women","caregiven_hours",13.1
