id,group,gender,relationship_status,reunion_class,reunion_class_levels,n_children,children_range,children_range_levels,with_child,with_child_levels,income,working_range_levels,income_range,income_range_levels,achievement,achievement_min,joy,joy_min,meaningfulness,meaningfulness_work,meaningfulness_min,life_satisfaction,tqi,working_hours,working_range,reading_hours,catching_up_hours,social_media_hours,watching_tv_hours,exercising_hours,sleeping_hours,care_giving_hours,parting_hosting_hours,industry_graduation,industry_current,eating_with_family_hours,eating_with_others_hours,eating_alone_hours,watching_TV_with_family_hours,watching_TV_with_others_hours,watching_TV_alone_hours,hanging_out_alone_hours,hanging_out_with_family_hours,hanging_out_with_others_hours,chores_alone_hours,chores_with_others_hours,chores_with_family_hours,commuting_alone_hours,hobbies_hours,school_learning_hours,job_searching_hours,gaming_hours,napping_hours,therapy_hours,side_projects_hours,volunteering_hours,hobbies_subj_value,school_learning_subj_value,job_searching_subj_value,gaming_subj_value,napping_subj_value,therapy_subj_value,side_projects_subj_value,volunteering_subj_value,jam_type_distribution,achievement_behavioral,achievement_perceived,joy_gap,achievement_gap,meaningfulness_gap,industry_graduation_levels,industry_current_levels,joy_working,joy_reading,joy_catching_up,joy_social_media,joy_watching_tv,joy_exercising,joy_sleeping,joy_care_giving,joy_parting_hosting,joy_eating_with_family,joy_eating_with_others,joy_eating_alone,joy_watching_TV_with_family,joy_watching_TV_with_others,joy_watching_TV_alone,joy_hanging_out_alone,joy_hanging_out_with_family,joy_hanging_out_with_others,joy_chores_alone,joy_chores_with_others,joy_chores_with_family,joy_commuting_alone,joy_volunteering,joy_therapy,joy_gaming,joy_school_learning,joy_side_projects,joy_job_searching,joy_napping,joy_hobbies
270.0,Xilio,Men,Single,25th,6.0,0.0,0,1.0,No Kids,2.0,2299042.0,4.0,More than 1M,5.0,44.0,62.0,51.0,90.0,53.0,62.0,67.0,5.8,5.8,56.0,Over 55,8.0,1.0,10.0,3.0,9.0,54.0,7.0,6.0,Consulting,Healthcare,0.9,0.9,,2.1,2.8,0.9,1.9,1.1,2.1,0.9,1.4,0.8,0.4,3.6,7.3,5.1,13.8,6.6,0.6,6.4,inf,0.75,2.15,1.3,1.7,2.35,0.75,1.6,0.9,Purposeful Striver,19.0,12.0,-18.0,-9.0,7.0,2.0,4.0,41,56,36,48,78,90,36,45,22,92,84,74,96,27,92,57,24,55,15,80,65,92,87,53,54,84,10,45,36,53
271.0,HBS,Men,Married,5th,2.0,0.0,0,1.0,No Kids,2.0,2013509.0,4.0,More than 1M,5.0,84.0,89.0,24.0,88.0,51.0,89.0,35.0,6.1,6.1,79.0,Over 55,1.0,5.0,9.0,5.0,0.0,48.0,9.0,9.0,Other,Other,2.4,2.1,0.3,0.8,1.9,0.6,1.1,1.0,1.0,0.9,1.2,0.4,2.8,8.3,17.4,1.0,5.1,4.5,0.4,3.5,1.6,2.0,2.4,0.25,0.65,1.6,0.5,0.9,0.8,Joyful Striver,48.0,20.0,12.0,-2.0,-14.0,5.0,5.0,18,78,41,64,68,69,41,42,53,79,78,97,62,100,53,71,35,54,58,59,16,39,100,94,80,54,51,37,46,46
272.0,HBS,Men,In a relationship,10th,3.0,0.0,0,1.0,No Kids,2.0,146381.0,2.0,Less than 150K,1.0,78.0,65.0,94.0,65.0,10.0,65.0,95.0,2.4,2.4,41.0,35 - 45,8.0,2.0,8.0,11.0,15.0,54.0,15.0,3.0,Finance,Finance,2.4,2.6,1.2,0.0,2.9,0.4,2.8,2.9,0.3,1.6,1.3,0.3,0.2,8.3,21.5,3.8,0.2,6.7,0.3,9.3,4.8,2.05,2.41,0.95,inf,2.4,0.3,2.3,2.4,Triumvirate,80.0,5.0,-18.0,-5.0,-15.0,1.0,1.0,28,29,30,50,42,92,18,56,44,38,66,89,62,95,77,78,12,18,15,72,66,25,27,78,44,78,79,100,94,18
273.0,Xilio,Men,Single,30th,7.0,4.0,3+,4.0,Kids,1.0,1551701.0,4.0,More than 1M,5.0,13.0,67.0,69.0,79.0,43.0,67.0,87.0,5.4,5.4,72.0,Over 55,6.0,9.0,5.0,2.0,9.0,54.0,9.0,1.0,Other,Tech,2.6,2.3,1.5,2.2,0.5,0.9,0.2,1.9,0.2,2.0,2.9,1.7,2.8,8.8,19.5,4.9,14.5,1.1,0.6,0.7,,2.15,2.43,1.2,1.8,0.4,0.75,0.15,1.6,Joyful Striver,3.0,37.0,-23.0,13.0,-21.0,5.0,3.0,57,20,17,48,71,67,93,22,64,75,26,34,10,25,57,28,96,15,78,50,64,21,51,11,61,41,12,48,25,22
274.0,Xilio,Men,Single,30th,7.0,1.0,1,2.0,Kids,1.0,1650197.0,4.0,More than 1M,5.0,49.0,98.0,38.0,17.0,92.0,98.0,98.0,5.0,5.0,69.0,Over 55,inf,8.0,2.0,5.0,12.0,54.0,4.0,7.0,Consulting,Consulting,2.7,0.1,2.0,1.6,1.4,2.3,1.6,0.1,1.8,1.1,0.3,0.3,2.1,9.2,1.0,6.5,10.7,3.3,1.6,5.5,0.1,2.3,2.46,1.65,1.35,1.2,1.95,1.35,0.05,Joyful Striver,20.0,38.0,18.0,15.0,1.0,2.0,2.0,89,11,81,22,59,65,77,49,96,28,80,96,11,75,66,43,29,60,16,16,61,83,50,49,30,91,89,86,34,69
275.0,HBS,Women,Single,10th,3.0,0.0,0,1.0,No Kids,2.0,2261660.0,4.0,More than 1M,5.0,92.0,54.0,39.0,65.0,73.0,54.0,36.0,5.2,5.2,58.0,Over 55,1.0,0.0,9.0,6.0,0.0,54.0,1.0,6.0,Consulting,Healthcare,1.5,1.4,2.9,2.5,1.8,1.4,1.8,1.3,1.6,2.2,2.8,0.4,1.0,5.6,12.0,9.5,16.7,4.2,0.9,5.9,2.2,1.3,2.26,2.4,2.1,1.5,1.2,1.5,1.1,Joy Seeker,24.0,9.0,-23.0,13.0,-14.0,2.0,4.0,12,76,59,73,28,37,55,98,18,77,100,56,67,14,84,58,49,44,86,18,13,75,79,46,37,93,90,52,42,89
276.0,HBS,Women,Single,15th,4.0,3.0,3+,4.0,Kids,1.0,1808226.0,4.0,More than 1M,5.0,96.0,27.0,72.0,45.0,67.0,27.0,26.0,5.4,5.4,56.0,Over 55,5.0,,10.0,3.0,7.0,49.0,16.0,0.0,Tech,Other,1.5,0.3,1.8,2.5,1.7,0.7,2.0,2.6,2.2,1.0,1.4,0.9,1.2,inf,2.6,6.0,16.4,4.1,0.5,6.5,4.4,1.25,2.25,1.5,2.05,1.45,0.55,1.65,2.2,Striver,54.0,53.0,-4.0,-13.0,-9.0,3.0,5.0,29,96,76,20,95,10,76,77,11,67,56,89,28,91,31,89,48,91,60,13,52,27,42,58,53,61,53,100,71,11
277.0,Xilio,Women,In a relationship,5th,2.0,4.0,3+,4.0,Kids,1.0,1229386.0,4.0,More than 1M,5.0,89.0,41.0,57.0,28.0,10.0,41.0,39.0,4.5,4.5,63.0,Over 55,2.0,7.0,5.0,11.0,7.0,52.0,11.0,7.0,Tech,Healthcare,2.4,0.7,2.2,2.5,1.2,0.5,0.8,0.9,1.5,0.9,1.9,0.8,2.2,8.2,6.1,7.4,16.9,2.8,0.3,2.6,1.5,2.0,2.4,1.85,2.1,1.0,0.4,0.65,0.75,Purpose Seeker,33.0,44.0,-20.0,-15.0,-20.0,3.0,4.0,33,21,53,28,78,51,35,51,70,79,88,65,71,12,13,56,81,62,10,98,49,22,98,84,89,73,36,40,26,69
278.0,Xilio,Women,In a relationship,1st,1.0,0.0,0,1.0,No Kids,2.0,3468618.0,4.0,More than 1M,5.0,67.0,55.0,94.0,88.0,31.0,55.0,86.0,6.9,6.9,80.0,Over 55,7.0,8.0,9.0,0.0,4.0,52.0,4.0,9.0,Finance,Tech,1.9,3.0,1.5,1.5,1.0,1.0,1.1,0.3,1.3,inf,2.5,1.8,1.8,6.8,24.7,5.1,9.7,2.4,0.7,3.6,0.5,1.6,2.32,1.25,1.2,0.85,0.85,0.9,0.25,Triumvirate,24.0,86.0,-24.0,20.0,7.0,1.0,3.0,63,29,67,20,75,91,17,28,50,66,22,47,87,100,90,100,27,28,22,58,39,33,86,45,65,49,60,11,52,66
279.0,HBS,Men,Married,30th,7.0,0.0,0,1.0,No Kids,2.0,2044484.0,1.0,More than 1M,5.0,19.0,82.0,30.0,82.0,99.0,82.0,81.0,5.5,5.5,34.0,0 - 35,9.0,2.0,7.0,7.0,6.0,51.0,4.0,7.0,Other,Consulting,2.1,0.4,1.9,1.0,0.4,2.8,2.5,2.3,1.2,0.1,1.1,2.5,2.0,7.3,3.6,6.3,6.7,0.9,1.9,8.4,3.8,1.75,2.35,1.6,0.85,0.3,2.35,2.1,1.9,Joy Seeker,75.0,24.0,-3.0,-7.0,-21.0,5.0,2.0,42,14,12,86,56,57,15,91,53,46,20,20,81,90,81,59,50,78,52,85,19,21,63,84,19,22,33,91,39,52
280.0,IWF,Women,In a relationship,5th,2.0,4.0,3+,4.0,Kids,1.0,2967629.0,3.0,More than 1M,5.0,59.0,28.0,15.0,70.0,55.0,28.0,65.0,6.4,6.4,53.0,45 - 55,4.0,4.0,5.0,1.0,13.0,53.0,10.0,0.0,Finance,Finance,2.4,1.5,0.2,2.4,1.2,1.0,0.6,1.8,0.1,0.2,1.3,2.3,1.2,8.2,12.5,0.7,15.8,2.7,0.7,1.9,3.0,2.0,2.4,0.2,2.0,1.0,0.85,inf,1.5,Joyful Striver,72.0,81.0,18.0,-15.0,2.0,1.0,1.0,33,46,95,55,48,49,89,28,73,70,99,76,21,89,55,98,79,34,36,15,16,69,96,82,32,99,29,99,50,28
281.0,Xilio,Men,In a relationship,15th,4.0,4.0,3+,4.0,Kids,1.0,2487184.0,3.0,More than 1M,5.0,64.0,98.0,56.0,83.0,74.0,98.0,84.0,6.0,6.0,53.0,45 - 55,4.0,0.0,5.0,3.0,10.0,55.0,10.0,0.0,Healthcare,Healthcare,2.7,1.9,0.8,1.4,0.5,3.0,2.5,1.7,1.0,1.3,1.2,0.8,1.5,9.0,15.5,2.5,9.0,1.1,2.0,8.3,2.9,2.25,2.45,0.65,1.15,0.4,2.45,2.05,1.45,Purpose Seeker,36.0,74.0,-24.0,-13.0,-12.0,4.0,4.0,84,47,79,54,77,72,33,67,40,39,95,24,35,79,68,35,36,20,80,91,45,69,45,79,57,89,41,51,13,20
282.0,HBS,Men,Single,5th,2.0,2.0,2,3.0,Kids,1.0,3173963.0,2.0,More than 1M,5.0,82.0,91.0,98.0,60.0,21.0,91.0,80.0,7.1,7.1,45.0,35 - 45,8.0,1.0,0.0,4.0,1.0,48.0,2.0,7.0,Consulting,Tech,1.0,2.1,1.1,0.6,2.2,1.5,1.7,,2.9,2.8,1.1,0.7,3.0,4.0,17.6,3.6,3.7,5.1,1.0,5.6,0.3,0.85,2.17,0.9,inf,1.85,1.2,1.4,0.15,Joyful Striver,38.0,30.0,12.0,20.0,-21.0,2.0,3.0,81,18,11,10,42,85,57,32,56,80,33,10,36,16,43,65,24,83,12,30,44,95,94,43,61,98,22,40,75,87
283.0,HBS,Women,Married,10th,3.0,4.0,3+,4.0,Kids,1.0,4133022.0,4.0,More than 1M,5.0,94.0,77.0,43.0,11.0,17.0,77.0,46.0,8.8,8.8,63.0,Over 55,8.0,10.0,10.0,5.0,6.0,50.0,2.0,6.0,Finance,Other,inf,1.7,1.4,2.6,0.6,0.5,2.3,0.4,,2.2,2.8,2.9,0.6,4.4,14.0,4.7,17.1,1.5,0.4,7.6,0.7,0.95,2.19,1.2,2.15,0.5,0.45,1.9,,Joy Seeker,84.0,59.0,-9.0,19.0,7.0,1.0,5.0,45,62,96,49,22,81,54,63,11,82,82,16,38,59,20,87,46,26,67,24,97,10,65,67,24,83,52,70,69,56
284.0,IWF,Women,Married,15th,4.0,0.0,0,1.0,No Kids,2.0,1448175.0,4.0,More than 1M,5.0,60.0,33.0,41.0,60.0,89.0,33.0,33.0,4.1,4.1,78.0,Over 55,9.0,1.0,4.0,9.0,12.0,54.0,14.0,6.0,Tech,Tech,0.3,0.0,0.1,2.6,0.2,2.7,2.1,1.9,1.0,0.3,2.5,0.0,1.3,1.8,0.2,0.5,17.7,0.4,1.8,7.1,3.1,0.25,2.05,0.1,2.2,0.15,2.25,1.8,1.55,Striver,89.0,87.0,9.0,-25.0,15.0,3.0,3.0,47,53,53,28,93,97,22,89,91,34,13,10,24,23,40,23,67,45,98,76,48,52,26,46,64,38,29,65,18,98
285.0,IWF,Men,Married,25th,6.0,3.0,3+,4.0,Kids,1.0,3836688.0,4.0,More than 1M,5.0,11.0,69.0,76.0,41.0,16.0,69.0,77.0,8.7,8.7,76.0,Over 55,9.0,1.0,3.0,6.0,4.0,51.0,1.0,8.0,Other,Finance,1.7,1.0,0.4,1.4,1.7,1.4,0.6,0.6,1.8,2.5,0.3,2.6,0.9,6.2,8.2,1.4,9.3,3.9,0.9,2.1,1.0,1.45,2.29,0.35,1.15,1.4,1.15,0.5,0.5,Striver,25.0,81.0,8.0,14.0,-7.0,5.0,1.0,93,95,11,85,63,89,78,74,86,74,55,58,55,47,20,87,14,99,26,75,45,64,19,69,52,72,11,95,40,72
286.0,HBS,Men,,20th,5.0,0.0,0,1.0,No Kids,2.0,4954207.0,3.0,More than 1M,5.0,76.0,96.0,33.0,55.0,72.0,96.0,76.0,8.0,8.0,,45 - 55,2.0,0.0,1.0,4.0,8.0,53.0,0.0,2.0,Other,Healthcare,0.1,1.6,0.8,0.2,1.8,2.1,1.7,1.5,2.5,2.2,0.3,0.6,2.3,1.3,12.9,2.8,1.5,4.2,1.4,5.7,2.5,0.1,2.02,0.7,0.2,1.5,1.75,1.4,1.25,Joy Seeker,18.0,81.0,-3.0,18.0,-4.0,5.0,4.0,98,33,90,81,16,13,34,21,78,15,27,82,10,88,65,34,82,30,54,65,29,49,96,21,59,93,77,92,98,16
287.0,Xilio,Men,Single,30th,7.0,4.0,3+,4.0,Kids,1.0,3802962.0,4.0,More than 1M,inf,43.0,23.0,15.0,77.0,26.0,23.0,12.0,7.5,7.5,63.0,Over 55,10.0,8.0,5.0,2.0,9.0,51.0,11.0,8.0,Healthcare,Other,1.4,0.3,2.9,1.2,2.6,3.0,2.6,1.6,1.3,1.8,1.3,2.8,2.3,5.2,2.2,9.7,7.8,6.1,2.0,,2.7,1.15,2.23,2.45,0.95,2.2,2.45,2.15,1.35,Joy Seeker,82.0,14.0,4.0,-7.0,-21.0,4.0,5.0,34,90,44,81,88,47,29,33,67,27,52,38,69,56,47,13,16,27,87,77,58,73,53,41,15,35,100,23,78,88
288.0,Xilio,Men,Single,20th,5.0,4.0,3+,4.0,Kids,1.0,4221423.0,2.0,More than 1M,5.0,61.0,33.0,74.0,40.0,87.0,33.0,37.0,8.4,8.4,36.0,35 - 45,5.0,4.0,2.0,0.0,14.0,53.0,4.0,7.0,Tech,Finance,1.6,1.1,1.0,2.4,1.7,0.2,1.3,0.9,0.1,2.5,0.3,1.0,0.9,5.9,8.8,3.3,16.1,4.0,0.1,4.3,1.4,1.35,2.27,0.85,2.0,1.45,0.15,1.1,0.7,Purposeful Striver,66.0,9.0,-18.0,-14.0,-24.0,3.0,1.0,27,83,96,70,96,36,91,43,53,19,89,35,66,42,30,88,50,69,67,41,68,43,11,90,42,68,69,23,33,40
289.0,Xilio,Men,In a relationship,30th,7.0,4.0,3+,4.0,Kids,1.0,4071776.0,1.0,More than 1M,5.0,11.0,48.0,,64.0,49.0,48.0,20.0,8.0,8.0,30.0,0 - 35,8.0,5.0,8.0,1.0,9.0,51.0,7.0,1.0,Healthcare,Other,0.9,0.1,1.4,2.7,1.0,0.3,2.9,2.8,0.2,1.2,1.9,1.3,0.2,3.6,0.8,4.8,18.0,2.4,0.2,9.7,4.7,0.7,2.14,1.2,2.25,0.85,0.25,2.4,2.35,Striver,54.0,40.0,,-18.0,4.0,4.0,5.0,91,39,39,21,23,18,91,62,83,20,42,96,12,52,19,41,93,27,65,75,58,43,23,13,71,58,98,38,33,97
290.0,IWF,Women,In a relationship,10th,3.0,4.0,3+,4.0,Kids,1.0,2757423.0,1.0,More than 1M,5.0,34.0,46.0,37.0,88.0,64.0,46.0,96.0,6.0,6.0,33.0,0 - 35,1.0,6.0,8.0,,6.0,51.0,8.0,8.0,Other,Other,1.8,0.2,0.6,0.6,2.4,2.2,1.4,2.5,1.5,0.7,0.4,2.1,inf,6.3,2.0,2.0,4.1,5.6,1.4,4.5,4.2,1.5,2.3,0.5,0.5,2.0,1.8,1.15,2.1,Joy Seeker,35.0,66.0,18.0,-18.0,13.0,5.0,5.0,75,68,17,70,96,25,75,17,65,74,19,54,27,100,35,91,19,10,63,38,99,57,50,42,64,62,13,90,54,64
291.0,IWF,Women,inf,10th,3.0,1.0,1,2.0,Kids,1.0,1790427.0,2.0,More than 1M,5.0,96.0,79.0,73.0,65.0,62.0,79.0,94.0,5.0,5.0,44.0,35 - 45,2.0,8.0,10.0,0.0,5.0,52.0,1.0,0.0,Tech,Consulting,0.1,1.2,1.8,0.2,1.6,0.8,0.4,2.2,2.9,1.5,1.6,1.8,1.3,1.3,9.9,6.1,1.3,3.8,0.6,1.4,3.6,0.1,2.02,1.55,0.15,1.35,0.7,0.35,1.8,Purposeful Striver,80.0,25.0,10.0,19.0,-22.0,3.0,2.0,63,96,31,42,28,65,83,27,52,86,82,80,61,38,100,87,71,23,96,75,35,42,11,52,48,97,26,59,46,34
292.0,Xilio,,Married,30th,7.0,0.0,0,1.0,No Kids,inf,4348427.0,2.0,More than 1M,5.0,55.0,68.0,86.0,94.0,10.0,68.0,57.0,8.0,8.0,45.0,35 - 45,1.0,4.0,8.0,7.0,6.0,52.0,15.0,2.0,Finance,Other,0.1,0.4,0.8,2.6,0.2,0.6,1.2,0.2,2.1,1.6,0.0,1.0,1.2,1.3,3.3,2.8,17.5,0.6,0.4,3.9,0.4,0.1,2.02,0.7,2.2,0.2,0.45,0.95,0.2,Triumvirate,61.0,73.0,-21.0,-14.0,7.0,1.0,5.0,44,90,53,54,63,85,54,66,98,93,68,21,69,66,17,74,35,17,97,43,45,77,28,18,21,40,10,59,67,81
293.0,Xilio,Women,Married,25th,6.0,2.0,,3.0,Kids,1.0,3481356.0,4.0,More than 1M,5.0,42.0,51.0,88.0,24.0,46.0,51.0,27.0,6.9,6.9,63.0,Over 55,4.0,2.0,2.0,2.0,15.0,48.0,3.0,8.0,Healthcare,Other,2.5,1.7,0.6,1.2,1.7,0.1,2.9,0.3,0.2,1.6,0.9,inf,3.0,8.4,14.2,2.1,inf,4.0,0.1,9.5,0.5,2.05,2.41,0.5,0.95,1.4,0.1,2.4,0.25,Triumvirate,41.0,22.0,-13.0,7.0,-13.0,4.0,5.0,89,90,67,99,29,40,56,14,43,74,40,41,43,14,17,70,77,75,38,36,52,39,89,60,40,21,42,72,92,39
294.0,IWF,Women,Married,10th,3.0,4.0,3+,4.0,Kids,inf,,4.0,More than 1M,5.0,35.0,41.0,17.0,14.0,16.0,41.0,24.0,4.8,4.8,67.0,Over 55,10.0,8.0,5.0,6.0,0.0,52.0,4.0,7.0,Other,Other,1.1,2.1,1.5,1.6,2.7,0.1,1.0,1.5,0.6,1.7,2.0,2.2,1.4,4.2,17.2,5.2,10.8,6.4,0.0,3.2,2.5,0.9,2.18,1.3,1.35,2.25,0.05,0.8,1.25,Striver,33.0,4.0,3.0,19.0,-6.0,5.0,5.0,70,23,45,78,38,97,72,35,39,61,37,29,98,69,69,29,33,60,63,69,52,93,98,29,83,67,39,82,32,45
295.0,IWF,Men,In a relationship,10th,3.0,4.0,3+,4.0,Kids,1.0,3474084.0,4.0,More than 1M,5.0,55.0,16.0,82.0,33.0,45.0,16.0,25.0,7.3,7.3,79.0,Over 55,5.0,3.0,2.0,4.0,14.0,49.0,19.0,6.0,Consulting,Other,0.4,2.4,0.0,2.9,,2.3,2.6,0.5,2.3,2.8,1.5,0.1,0.8,2.1,,0.1,19.4,2.8,1.5,8.7,0.8,0.3,2.06,0.0,inf,1.0,1.95,2.15,0.4,Joyful Striver,68.0,26.0,5.0,0.0,-19.0,2.0,5.0,50,18,78,17,33,23,85,39,80,76,69,60,69,79,81,83,87,88,36,48,85,99,10,48,62,45,14,74,44,59
296.0,IWF,Men,In a relationship,1st,1.0,3.0,3+,4.0,Kids,1.0,inf,1.0,More than 1M,5.0,76.0,91.0,54.0,12.0,46.0,91.0,45.0,6.2,6.2,35.0,0 - 35,10.0,3.0,6.0,2.0,5.0,53.0,2.0,9.0,Consulting,Other,1.6,0.6,0.0,0.2,0.9,0.4,2.6,2.9,2.5,2.7,2.9,0.0,2.7,5.7,5.0,0.1,1.3,2.1,0.3,8.8,4.9,1.3,2.26,0.0,0.15,0.75,0.35,2.2,2.45,Purpose Seeker,33.0,58.0,-10.0,13.0,-11.0,2.0,5.0,42,49,86,34,91,34,86,63,79,91,12,90,35,11,43,19,50,69,54,53,42,88,11,32,43,19,21,77,72,23
297.0,IWF,Men,Married,10th,3.0,2.0,2,3.0,Kids,1.0,4402578.0,4.0,More than 1M,5.0,47.0,70.0,88.0,61.0,64.0,70.0,22.0,8.7,8.7,66.0,Over 55,1.0,3.0,0.0,7.0,9.0,48.0,7.0,4.0,Consulting,Other,2.3,0.5,0.7,1.9,0.4,1.4,1.1,0.5,1.9,2.6,2.6,1.4,1.5,7.9,4.2,2.2,13.0,1.0,0.9,3.5,0.8,1.9,2.38,0.55,1.6,0.35,1.15,0.9,0.4,Purposeful Striver,14.0,29.0,16.0,2.0,-3.0,2.0,5.0,77,75,40,100,72,43,64,22,64,87,64,45,81,79,25,97,74,43,96,91,87,80,36,50,50,15,41,80,15,38
298.0,Xilio,Women,Single,40th+,9.0,3.0,3+,4.0,Kids,1.0,2539079.0,4.0,More than 1M,5.0,89.0,60.0,75.0,36.0,41.0,60.0,19.0,6.2,6.2,inf,Over 55,2.0,9.0,2.0,,8.0,48.0,4.0,9.0,Tech,Tech,0.6,0.3,0.1,0.2,0.5,,0.2,1.5,1.9,2.4,1.1,0.4,1.8,2.9,2.6,0.4,1.5,1.1,1.2,0.8,inf,0.55,2.11,0.1,0.2,0.4,1.5,0.2,1.2,Joy Seeker,21.0,87.0,4.0,-21.0,-12.0,3.0,3.0,42,34,56,55,83,76,84,92,76,40,23,76,28,52,22,43,26,45,40,45,54,80,11,53,19,16,47,20,15,36
299.0,Xilio,Men,In a relationship,40th+,9.0,4.0,3+,4.0,Kids,1.0,2917004.0,3.0,More than 1M,5.0,11.0,24.0,56.0,13.0,13.0,24.0,23.0,6.9,6.9,52.0,45 - 55,0.0,10.0,,11.0,7.0,54.0,,2.0,Consulting,Other,1.9,1.9,0.3,1.1,1.3,1.3,2.2,1.1,0.1,2.8,0.1,2.0,0.3,6.6,15.9,1.1,7.5,3.0,0.9,7.2,1.8,1.55,2.31,0.25,,1.1,1.05,1.8,0.9,Triumvirate,48.0,37.0,-10.0,-18.0,-3.0,2.0,5.0,23,82,64,96,66,33,28,38,22,100,67,10,31,13,96,70,33,71,45,28,54,38,60,44,61,40,26,23,39,59
300.0,IWF,Men,Married,1st,1.0,2.0,2,3.0,Kids,1.0,1961760.0,4.0,More than 1M,5.0,80.0,43.0,11.0,46.0,61.0,43.0,11.0,5.6,5.6,56.0,Over 55,6.0,3.0,4.0,10.0,3.0,54.0,3.0,0.0,Tech,Healthcare,0.3,2.1,1.0,2.4,1.8,0.1,0.9,1.9,2.5,0.3,2.5,0.6,1.1,1.8,17.7,,16.1,4.2,0.1,3.1,3.2,0.2,2.04,0.85,2.0,1.5,0.05,0.8,1.6,Striver,20.0,75.0,-14.0,-1.0,-7.0,3.0,4.0,30,31,89,39,17,82,44,12,12,26,98,36,42,65,85,36,36,10,90,100,97,32,19,32,84,100,67,92,10,45
301.0,IWF,Men,Married,10th,3.0,,0,1.0,No Kids,2.0,161373.0,4.0,150K – 250K,2.0,32.0,79.0,77.0,79.0,70.0,79.0,71.0,2.7,2.7,80.0,Over 55,4.0,1.0,0.0,5.0,14.0,48.0,2.0,0.0,Healthcare,Finance,0.2,0.1,2.4,1.3,0.2,2.4,2.3,0.4,2.4,0.8,2.7,1.3,,1.5,0.8,8.0,8.7,0.6,1.6,7.8,0.6,0.15,2.03,2.0,1.1,0.2,1.95,1.95,0.3,Flourisher,8.0,70.0,-9.0,1.0,3.0,4.0,1.0,57,13,71,56,99,35,62,99,35,64,24,49,47,68,100,49,16,94,70,54,24,43,28,67,66,81,49,12,72,43
302.0,Xilio,Men,Married,30th,7.0,4.0,3+,4.0,Kids,1.0,145294.0,3.0,inf,1.0,69.0,12.0,77.0,84.0,64.0,12.0,86.0,2.9,2.9,48.0,45 - 55,8.0,0.0,10.0,inf,13.0,52.0,2.0,8.0,Tech,Tech,1.6,2.8,1.7,3.0,2.8,0.0,1.3,1.3,0.8,1.5,2.5,0.6,1.8,5.8,23.4,5.7,19.9,6.6,0.0,4.4,2.2,1.35,2.27,1.45,2.5,2.35,0.05,1.1,1.1,Striver,7.0,18.0,-10.0,20.0,-6.0,3.0,3.0,29,35,39,96,71,29,35,67,66,45,11,93,44,98,31,74,82,51,46,93,26,93,89,57,87,12,33,17,17,30
303.0,Xilio,Men,Single,20th,5.0,3.0,3+,4.0,Kids,1.0,3162514.0,2.0,More than 1M,5.0,99.0,57.0,35.0,25.0,62.0,57.0,89.0,,7.2,44.0,35 - 45,4.0,10.0,3.0,1.0,11.0,55.0,4.0,3.0,Tech,Healthcare,1.6,0.2,1.5,1.7,2.3,2.3,1.5,0.8,2.1,2.5,0.4,1.6,1.0,5.9,1.3,5.1,11.2,5.3,1.5,inf,1.4,1.35,2.27,1.3,inf,1.9,1.9,1.2,inf,Triumvirate,67.0,85.0,-14.0,-3.0,3.0,3.0,4.0,17,67,64,58,38,73,23,85,33,35,33,23,76,18,36,42,21,10,76,30,21,24,22,96,12,56,21,52,37,47
304.0,Xilio,Women,Single,5th,2.0,3.0,3+,4.0,Kids,1.0,4872611.0,4.0,More than 1M,5.0,43.0,68.0,26.0,85.0,13.0,68.0,27.0,9.2,9.2,64.0,Over 55,10.0,4.0,10.0,1.0,4.0,inf,18.0,9.0,Healthcare,Consulting,1.9,1.6,0.9,1.0,1.8,2.7,,2.7,0.6,1.5,3.0,0.3,inf,6.7,13.5,2.9,6.4,4.1,1.8,7.8,4.4,1.6,2.32,0.75,0.8,1.45,2.25,1.95,2.2,Striver,17.0,42.0,-18.0,4.0,-2.0,4.0,2.0,16,38,25,56,83,19,54,11,62,62,87,78,92,12,73,77,94,93,45,32,31,62,57,67,66,94,28,18,98,84
305.0,IWF,Men,In a relationship,1st,1.0,,inf,3.0,Kids,1.0,4365868.0,4.0,More than 1M,5.0,12.0,32.0,91.0,28.0,16.0,32.0,46.0,8.2,8.2,57.0,Over 55,10.0,4.0,1.0,7.0,0.0,49.0,11.0,4.0,Other,Consulting,2.2,2.1,2.8,inf,2.5,1.3,1.1,0.1,0.1,2.2,0.8,0.1,2.7,7.5,17.7,9.3,4.4,5.8,0.9,3.8,0.2,1.8,2.36,2.35,0.55,2.05,1.1,0.95,0.1,Striver,inf,41.0,-6.0,19.0,-8.0,5.0,2.0,76,96,21,93,26,92,53,84,79,26,73,96,19,99,11,80,12,63,14,98,32,26,65,66,42,10,38,28,42,88
